ID,first_name,last_name,street_po_box,city,state,ZIP_Code,telephone,email,annual_salary,employee_type
426,Joshua,Hayes,26551 Reinke Alley,Washington,DC,20430,9967884400,Joshua.Hayes@digitalsales.com,25735.10,salesperson
427,Doris,Foster,1400 Banding Park,Bronx,NY,10459,5690096623,Doris.Foster@digitalsales.com,28903.81,salesperson
428,Henry,Reyes,81 Evergreen Terrace,Denver,CO,80291,7885400507,Henry.Reyes@digitalsales.com,92330.93,store manager
429,Terry,Dunn,0816 7th Circle,Houston,TX,77070,57339667,Terry.Dunn@digitalsales.com,64995.05,salesperson
430,Roger,Dean,1202 Old Gate Court,Brooklyn,NY,11241,8220351735,Roger.Dean@digitalsales.com,46655.86,salesperson
431,Eugene,Green,720 Autumn Leaf Park,Portland,OR,97232,3289514878,Eugene.Green@digitalsales.com,98473.38,region manager
432,Jessica,Jackson,6 Magdeline Junction,Austin,TX,78754,6051089911,Jessica.Jackson@digitalsales.com,65312.05,salesperson
433,Martha,Richards,127 Emmet Center,Sioux Falls,SD,57110,994055086,Martha.Richards@digitalsales.com,95256.81,store manager
434,Christopher,Williamson,274 Grover Place,Palmdale,CA,93591,3465075573,Christopher.Williamson@digitalsales.com,59318.06,salesperson
435,Mark,Little,20 Artisan Alley,San Antonio,TX,78240,9750070173,Mark.Little@digitalsales.com,94078.92,store manager
436,Evelyn,Wheeler,54750 Novick Center,Austin,TX,78710,1351920828,Evelyn.Wheeler@digitalsales.com,28088.04,salesperson
437,Harry,Ortiz,771 Killdeer Drive,Tampa,FL,33610,5874329709,Harry.Ortiz@digitalsales.com,76940.37,salesperson
438,Nicole,Bryant,4346 Hayes Avenue,San Bernardino,CA,92424,4017849159,Nicole.Bryant@digitalsales.com,91595.67,store manager
439,Aaron,Dean,40059 7th Plaza,Burbank,CA,91520,9423346155,Aaron.Dean@digitalsales.com,44226.93,salesperson
440,Virginia,Foster,5362 Summer Ridge Alley,Sarasota,FL,34276,9299245430,Virginia.Foster@digitalsales.com,79619.28,salesperson
441,Carl,Phillips,87599 Cambridge Street,Great Neck,NY,11024,2713012155,Carl.Phillips@digitalsales.com,25463.11,salesperson
442,Antonio,Schmidt,421 Fulton Lane,Seattle,WA,98166,7354239967,Antonio.Schmidt@digitalsales.com,82205.70,salesperson
443,Rebecca,Bryant,964 Morning Court,Sacramento,CA,94237,8943877447,Rebecca.Bryant@digitalsales.com,45495.16,salesperson
444,Deborah,Stone,2 Hovde Center,Miami,FL,33245,9328111702,Deborah.Stone@digitalsales.com,72395.68,salesperson
445,Timothy,Black,54 Pierstorff Place,San Jose,CA,95155,2197349126,Timothy.Black@digitalsales.com,58684.28,salesperson
446,Jane,Baker,4573 Eagle Crest Junction,Atlanta,GA,30336,360629379,Jane.Baker@digitalsales.com,96451.54,region manager
447,Debra,Sanders,10393 Armistice Trail,Merrifield,VA,22119,3067982436,Debra.Sanders@digitalsales.com,78411.09,salesperson
448,Janet,Carr,9587 Buena Vista Park,Metairie,LA,70033,5801004480,Janet.Carr@digitalsales.com,27919.92,salesperson
449,Phyllis,Harvey,8649 Fallview Trail,Bloomington,IN,47405,6388237660,Phyllis.Harvey@digitalsales.com,66078.00,salesperson
450,Jerry,Watkins,790 Tomscot Center,Anniston,AL,36205,3335223321,Jerry.Watkins@digitalsales.com,66915.52,salesperson
451,Catherine,Butler,39 Sugar Lane,Washington,DC,20546,2486007793,Catherine.Butler@digitalsales.com,52906.83,salesperson
452,Kathleen,Myers,7 Cordelia Point,Columbus,OH,43231,8399364647,Kathleen.Myers@digitalsales.com,84331.78,store manager
453,Adam,Arnold,614 Sutherland Terrace,Dallas,TX,75387,8269697250,Adam.Arnold@digitalsales.com,47762.13,salesperson
454,Theresa,Taylor,1727 Atwood Way,Chula Vista,CA,91913,9644011661,Theresa.Taylor@digitalsales.com,70501.15,salesperson
455,John,Robertson,063 Arizona Lane,Washington,DC,20268,5436838301,John.Robertson@digitalsales.com,49189.95,salesperson
456,Steven,Roberts,1 Nelson Parkway,Inglewood,CA,90310,3188437459,Steven.Roberts@digitalsales.com,84029.36,salesperson
457,Cheryl,Robertson,82576 Larry Way,Newport News,VA,23612,7970746168,Cheryl.Robertson@digitalsales.com,80431.13,salesperson
458,Eric,Thompson,322 Mitchell Junction,Topeka,KS,66611,8735966727,Eric.Thompson@digitalsales.com,59380.96,salesperson
459,Lawrence,Wood,12 Southridge Place,Harrisburg,PA,17126,5156764853,Lawrence.Wood@digitalsales.com,65025.63,salesperson
460,Brenda,Burton,2776 American Ash Lane,Alhambra,CA,91841,8285451388,Brenda.Burton@digitalsales.com,20281.91,salesperson
461,Teresa,George,8500 Bluejay Trail,Kansas City,MO,64193,2330304149,Teresa.George@digitalsales.com,96775.69,region manager
462,Robin,Hamilton,77 Dawn Lane,Memphis,TN,38131,5901854656,Robin.Hamilton@digitalsales.com,40756.47,salesperson
463,Paul,Knight,5 Bartillon Road,Cincinnati,OH,45208,3776826914,Paul.Knight@digitalsales.com,27278.27,salesperson
464,Jack,Watson,9 High Crossing Junction,North Hollywood,CA,91616,7063806304,Jack.Watson@digitalsales.com,32562.68,salesperson
465,William,Cunningham,49 Clarendon Terrace,Lexington,KY,40591,1866442716,William.Cunningham@digitalsales.com,36143.80,salesperson
466,Johnny,Daniels,895 Memorial Court,Washington,DC,20392,8769176774,Johnny.Daniels@digitalsales.com,67584.03,salesperson
467,Kathryn,Perry,243 Eagan Alley,Anaheim,CA,92805,804005148,Kathryn.Perry@digitalsales.com,32888.45,salesperson
468,Theresa,Day,8156 Mccormick Crossing,Terre Haute,IN,47812,2097375803,Theresa.Day@digitalsales.com,28898.56,salesperson
469,Stephanie,Bennett,376 Shelley Crossing,Salt Lake City,UT,84130,5832398311,Stephanie.Bennett@digitalsales.com,80605.85,salesperson
470,Anne,Greene,3504 Clyde Gallagher Drive,Dallas,TX,75260,7920412430,Anne.Greene@digitalsales.com,38629.42,salesperson
471,Russell,Hayes,8299 Service Plaza,New York City,NY,10014,7840749141,Russell.Hayes@digitalsales.com,31974.45,salesperson
472,Randy,Woods,5223 Reinke Avenue,Missoula,MT,59806,9529011741,Randy.Woods@digitalsales.com,70163.16,salesperson
473,Shawn,Burke,60743 Dayton Terrace,Dayton,OH,45470,6736178418,Shawn.Burke@digitalsales.com,32865.80,salesperson
474,Diane,Tucker,63 Browning Crossing,Syracuse,NY,13205,8188398415,Diane.Tucker@digitalsales.com,69537.41,salesperson
475,Keith,Thompson,6439 Grayhawk Junction,Fort Lauderdale,FL,33336,9851209979,Keith.Thompson@digitalsales.com,22421.73,salesperson
476,Stephen,Daniels,9796 Del Sol Court,Saint Louis,MO,63180,7758961232,Stephen.Daniels@digitalsales.com,37307.20,salesperson
477,Ryan,Carpenter,6 Spohn Plaza,Warren,OH,44485,8929466021,Ryan.Carpenter@digitalsales.com,21353.01,salesperson
478,Eric,Fisher,352 Charing Cross Road,Vero Beach,FL,32964,7724332451,Eric.Fisher@digitalsales.com,39501.64,salesperson
479,Lori,Barnes,194 Vera Drive,Albuquerque,NM,87180,3805182510,Lori.Barnes@digitalsales.com,83367.66,salesperson
480,Benjamin,Burton,256 Granby Terrace,Mesa,AZ,85215,7271607951,Benjamin.Burton@digitalsales.com,72522.83,salesperson
481,Sarah,Gordon,8003 Sycamore Pass,Louisville,KY,40233,5565790544,Sarah.Gordon@digitalsales.com,73333.68,salesperson
482,Victor,Smith,34315 Straubel Road,Norman,OK,73071,6599904541,Victor.Smith@digitalsales.com,61553.95,salesperson
483,Samuel,Morales,95 Straubel Point,Billings,MT,59105,2784181936,Samuel.Morales@digitalsales.com,98877.20,region manager
484,Keith,Perkins,36339 Sommers Point,Oklahoma City,OK,73167,8148229989,Keith.Perkins@digitalsales.com,36342.29,salesperson
485,Margaret,Morgan,90405 Walton Trail,Houston,TX,77250,2164049841,Margaret.Morgan@digitalsales.com,91508.81,store manager
486,Helen,Holmes,222 Del Sol Lane,Largo,FL,34643,3296376173,Helen.Holmes@digitalsales.com,56637.56,salesperson
487,Jennifer,Romero,1 Village Green Avenue,Ann Arbor,MI,48107,2385826680,Jennifer.Romero@digitalsales.com,64711.47,salesperson
488,Wanda,Roberts,608 Delladonna Park,Columbus,OH,43204,889529321,Wanda.Roberts@digitalsales.com,78976.61,salesperson
489,Ruth,Fisher,8703 Melvin Pass,Corpus Christi,TX,78470,5756170986,Ruth.Fisher@digitalsales.com,84273.82,store manager
490,Eugene,West,95 8th Crossing,Pasadena,TX,77505,3621685046,Eugene.West@digitalsales.com,76435.46,salesperson
491,Ashley,Murray,569 Rieder Drive,Phoenix,AZ,85045,3627264354,Ashley.Murray@digitalsales.com,26706.45,salesperson
492,Christopher,Myers,96016 Sherman Point,Tempe,AZ,85284,1256647862,Christopher.Myers@digitalsales.com,72020.12,salesperson
493,Ryan,Spencer,52 7th Plaza,Denver,CO,80262,5873932478,Ryan.Spencer@digitalsales.com,78272.88,salesperson
494,Ralph,Russell,183 Brown Parkway,Hartford,CT,6183,8165922733,Ralph.Russell@digitalsales.com,99546.68,region manager
495,James,Henderson,00012 Menomonie Plaza,Anaheim,CA,92812,5445127830,James.Henderson@digitalsales.com,62255.89,salesperson
496,Chris,Oliver,15951 Claremont Point,Decatur,GA,30089,5116162639,Chris.Oliver@digitalsales.com,73242.68,salesperson
497,Jason,Snyder,8 Southridge Place,Des Moines,IA,50393,9921831800,Jason.Snyder@digitalsales.com,83980.44,salesperson
498,Nicholas,Dean,3046 Cardinal Drive,Lexington,KY,40591,6596109327,Nicholas.Dean@digitalsales.com,27968.47,salesperson
499,Clarence,King,9813 Swallow Place,Plano,TX,75074,8218281934,Clarence.King@digitalsales.com,31156.31,salesperson
500,Irene,James,4431 Esch Parkway,New Orleans,LA,70187,5227569124,Irene.James@digitalsales.com,85773.38,store manager
501,Frances,Carr,2 Brickson Park Terrace,Tuscaloosa,AL,35487,4951628658,Frances.Carr@digitalsales.com,22135.91,salesperson
502,Janet,Tucker,6244 Kinsman Drive,Saint Louis,MO,63180,6804013133,Janet.Tucker@digitalsales.com,21507.68,salesperson
503,Eric,Scott,1 Armistice Trail,Shreveport,LA,71161,3408777005,Eric.Scott@digitalsales.com,91963.78,store manager
504,Jennifer,Bell,6 Mendota Junction,Indianapolis,IN,46221,7830091929,Jennifer.Bell@digitalsales.com,26205.01,salesperson
505,Denise,Warren,3033 Bowman Terrace,Chattanooga,TN,37410,5628251789,Denise.Warren@digitalsales.com,26665.43,salesperson
506,Maria,Diaz,394 South Park,Baton Rouge,LA,70805,5953842885,Maria.Diaz@digitalsales.com,96156.52,region manager
507,Albert,James,4657 Pearson Alley,Anchorage,AK,99512,7964188466,Albert.James@digitalsales.com,59223.48,salesperson
508,Tammy,Duncan,5749 Jackson Road,Loretto,MN,55598,2550759642,Tammy.Duncan@digitalsales.com,83255.15,salesperson
509,Jennifer,Ramirez,25320 Corry Trail,Tacoma,WA,98447,2927967249,Jennifer.Ramirez@digitalsales.com,22922.39,salesperson
510,Janice,Perry,10686 Randy Junction,Richmond,VA,23228,8247775245,Janice.Perry@digitalsales.com,30914.58,salesperson
511,Kathy,Rogers,61 Brentwood Court,Kansas City,MO,64179,8842405031,Kathy.Rogers@digitalsales.com,48255.60,salesperson
512,Dorothy,Banks,363 Roth Hill,Baton Rouge,LA,70820,1634700267,Dorothy.Banks@digitalsales.com,25951.20,salesperson
513,Judy,Kelly,4519 Rutledge Place,Atlanta,GA,30328,3153287218,Judy.Kelly@digitalsales.com,87219.91,store manager
514,Nancy,Richards,1460 Corben Trail,Charlotte,NC,28247,4791704556,Nancy.Richards@digitalsales.com,91363.60,store manager
515,Ronald,Allen,62 Kropf Avenue,Amarillo,TX,79171,148190393,Ronald.Allen@digitalsales.com,93315.03,store manager
516,Pamela,Armstrong,316 Bunker Hill Hill,Louisville,KY,40280,7312500833,Pamela.Armstrong@digitalsales.com,29696.62,salesperson
517,James,Bennett,7725 Farwell Point,Anniston,AL,36205,7731103669,James.Bennett@digitalsales.com,70234.95,salesperson
518,Edward,Grant,3 Sunbrook Park,Pinellas Park,FL,34665,6506469496,Edward.Grant@digitalsales.com,97236.18,region manager
519,Christine,Taylor,11253 Holmberg Hill,El Paso,TX,79977,1243278097,Christine.Taylor@digitalsales.com,20752.73,salesperson
520,Phillip,Perkins,44 Mccormick Way,Oceanside,CA,92056,972837143,Phillip.Perkins@digitalsales.com,70686.57,salesperson
521,Frances,Taylor,1 Dexter Court,Huntsville,AL,35810,4549548029,Frances.Taylor@digitalsales.com,54985.65,salesperson
522,Louise,Porter,2644 Doe Crossing Parkway,Pittsburgh,PA,15255,2964013367,Louise.Porter@digitalsales.com,55821.48,salesperson
523,Carol,Bradley,4 Holy Cross Road,Saint Louis,MO,63169,9913377118,Carol.Bradley@digitalsales.com,42748.42,salesperson
524,Justin,Hughes,118 Heath Point,Colorado Springs,CO,80930,770292574,Justin.Hughes@digitalsales.com,48030.86,salesperson
525,Kenneth,Ross,204 Hansons Circle,Lafayette,LA,70593,4484823931,Kenneth.Ross@digitalsales.com,26136.24,salesperson
526,Eugene,Rogers,5 Sunbrook Way,Wichita Falls,TX,76305,9467016024,Eugene.Rogers@digitalsales.com,46323.92,salesperson
527,Andrew,Olson,847 Bunker Hill Lane,Topeka,KS,66629,6142666779,Andrew.Olson@digitalsales.com,45038.52,salesperson
528,Jonathan,Montgomery,20499 Pankratz Trail,Charleston,SC,29411,4869879135,Jonathan.Montgomery@digitalsales.com,99440.92,region manager
529,Juan,Hernandez,4333 Alpine Junction,Rochester,NY,14639,9916406105,Juan.Hernandez@digitalsales.com,42933.96,salesperson
530,Robert,Cunningham,97314 Novick Road,Fort Pierce,FL,34949,5245214041,Robert.Cunningham@digitalsales.com,52570.27,salesperson
531,Arthur,Jordan,00 American Ash Junction,Sterling,VA,20167,7925350011,Arthur.Jordan@digitalsales.com,87619.08,store manager
532,Frances,Gibson,6 Summit Plaza,Washington,DC,20260,9055088412,Frances.Gibson@digitalsales.com,94628.96,store manager
533,Gloria,Bowman,471 Shasta Hill,Amarillo,TX,79116,5308399835,Gloria.Bowman@digitalsales.com,38920.20,salesperson
534,Ralph,Patterson,52423 Jay Way,Greensboro,NC,27455,5417597488,Ralph.Patterson@digitalsales.com,49089.28,salesperson
535,Kenneth,Black,3 Schlimgen Crossing,Brooklyn,NY,11236,2264418180,Kenneth.Black@digitalsales.com,32843.84,salesperson
536,Michelle,Rogers,14 Longview Court,Orlando,FL,32835,5187725473,Michelle.Rogers@digitalsales.com,49769.23,salesperson
537,Norma,Hunter,8 Tony Junction,Fullerton,CA,92835,5432150896,Norma.Hunter@digitalsales.com,57387.87,salesperson
538,Diane,Chavez,06 Stoughton Alley,Phoenix,AZ,85062,3254698405,Diane.Chavez@digitalsales.com,69365.94,salesperson
539,Howard,Grant,285 Fair Oaks Court,Amarillo,TX,79171,2659385932,Howard.Grant@digitalsales.com,59766.03,salesperson
540,Antonio,Harris,499 Milwaukee Way,Oklahoma City,OK,73104,320582872,Antonio.Harris@digitalsales.com,44810.20,salesperson
541,Barbara,Davis,1289 Ruskin Trail,Muncie,IN,47306,8532893380,Barbara.Davis@digitalsales.com,55499.15,salesperson
542,Tammy,Hanson,16 Parkside Pass,Fort Lauderdale,FL,33345,2905738283,Tammy.Hanson@digitalsales.com,37255.34,salesperson
543,Richard,Armstrong,3 Steensland Circle,Dallas,TX,75392,4043970606,Richard.Armstrong@digitalsales.com,30725.58,salesperson
544,Shirley,Hamilton,944 Oak Valley Avenue,Joliet,IL,60435,3782712719,Shirley.Hamilton@digitalsales.com,53941.15,salesperson
545,Benjamin,Gomez,9659 Jana Pass,Norfolk,VA,23520,6145901858,Benjamin.Gomez@digitalsales.com,76260.79,salesperson
546,Joe,Simmons,8 Brown Place,San Jose,CA,95133,3608010257,Joe.Simmons@digitalsales.com,65223.31,salesperson
547,Theresa,Schmidt,968 Londonderry Junction,San Antonio,TX,78250,6620389044,Theresa.Schmidt@digitalsales.com,87051.97,store manager
548,Melissa,Lane,1 Laurel Avenue,Cincinnati,OH,45208,4431901829,Melissa.Lane@digitalsales.com,31749.11,salesperson
549,Kimberly,Phillips,261 Messerschmidt Park,Washington,DC,20520,1278676456,Kimberly.Phillips@digitalsales.com,37635.93,salesperson
550,Lois,Willis,364 Grasskamp Place,Omaha,NE,68117,6209980656,Lois.Willis@digitalsales.com,28480.14,salesperson
551,Ernest,Ferguson,7000 Kennedy Place,Dayton,OH,45490,7949523229,Ernest.Ferguson@digitalsales.com,26828.32,salesperson
552,Harry,Cole,28 Luster Hill,Houston,TX,77266,5951134651,Harry.Cole@digitalsales.com,50281.69,salesperson
553,Linda,Kim,4854 Glacier Hill Circle,Shawnee Mission,KS,66225,6116487971,Linda.Kim@digitalsales.com,69889.78,salesperson
554,Walter,Richardson,6 High Crossing Plaza,Jefferson City,MO,65105,7590712969,Walter.Richardson@digitalsales.com,79645.14,salesperson
555,Elizabeth,Ward,914 Crest Line Terrace,Portland,OR,97286,3230817937,Elizabeth.Ward@digitalsales.com,71491.09,salesperson
556,Edward,Henry,57 Sugar Road,San Diego,CA,92132,8380769626,Edward.Henry@digitalsales.com,44518.54,salesperson
557,Rachel,Baker,3923 Rieder Park,Phoenix,AZ,85099,1149912896,Rachel.Baker@digitalsales.com,33903.20,salesperson
558,Janet,Roberts,2 Hansons Place,Ridgely,MD,21684,2159997438,Janet.Roberts@digitalsales.com,44890.97,salesperson
559,Gregory,Ortiz,95 Mitchell Alley,Rochester,NY,14619,4713056721,Gregory.Ortiz@digitalsales.com,54920.86,salesperson
560,Philip,Harris,11405 Nova Park,Fullerton,CA,92835,8852826956,Philip.Harris@digitalsales.com,58213.50,salesperson
561,Susan,Long,14 Mallory Place,Rockford,IL,61110,313024543,Susan.Long@digitalsales.com,27110.52,salesperson
562,John,Rogers,2620 Bayside Avenue,Philadelphia,PA,19093,2517679027,John.Rogers@digitalsales.com,50459.03,salesperson
563,Lori,Gutierrez,246 Fuller Center,Lake Charles,LA,70607,2437963454,Lori.Gutierrez@digitalsales.com,27565.00,salesperson
564,Shawn,Cox,19 Victoria Center,Oklahoma City,OK,73157,2213430568,Shawn.Cox@digitalsales.com,28169.11,salesperson
565,Alan,Morgan,02131 Reindahl Street,Oklahoma City,OK,73114,5300096108,Alan.Morgan@digitalsales.com,99426.62,region manager
566,Joan,White,75 Lien Alley,Carol Stream,IL,60158,388703356,Joan.White@digitalsales.com,38206.23,salesperson
567,Bruce,Banks,911 American Terrace,Bismarck,ND,58505,2438480625,Bruce.Banks@digitalsales.com,69427.88,salesperson
568,Christina,Arnold,4839 Raven Hill,Miami,FL,33124,6758974743,Christina.Arnold@digitalsales.com,34176.56,salesperson
569,Arthur,Montgomery,3 Moose Crossing,Fresno,CA,93773,6917547995,Arthur.Montgomery@digitalsales.com,44877.34,salesperson
570,Christine,Moreno,4731 Daystar Crossing,Annapolis,MD,21405,4567777714,Christine.Moreno@digitalsales.com,28963.58,salesperson
571,Jean,Garrett,81743 Hansons Junction,Anchorage,AK,99522,8979501252,Jean.Garrett@digitalsales.com,38609.71,salesperson
572,Roger,Baker,05 6th Point,Newport News,VA,23605,2912990164,Roger.Baker@digitalsales.com,21277.46,salesperson
573,Keith,Stevens,4700 Beilfuss Way,Cincinnati,OH,45228,6503800723,Keith.Stevens@digitalsales.com,83253.95,salesperson
574,Wayne,Warren,4 Saint Paul Way,Lubbock,TX,79410,366734151,Wayne.Warren@digitalsales.com,79041.33,salesperson
575,Howard,Bennett,61 Dorton Lane,San Jose,CA,95173,7042883974,Howard.Bennett@digitalsales.com,73649.26,salesperson
576,Phyllis,Perry,83828 East Trail,Boca Raton,FL,33499,3829410001,Phyllis.Perry@digitalsales.com,91524.26,store manager
577,Anne,Stephens,6 Hintze Street,Syracuse,NY,13224,7605693305,Anne.Stephens@digitalsales.com,86540.27,store manager
578,Juan,Ray,7488 Pleasure Center,San Francisco,CA,94169,6163009250,Juan.Ray@digitalsales.com,42887.03,salesperson
579,Jane,Rodriguez,47 Moulton Alley,Montgomery,AL,36119,5197848634,Jane.Rodriguez@digitalsales.com,66273.93,salesperson
580,Christopher,Collins,6 Acker Lane,Frankfort,KY,40618,6155406412,Christopher.Collins@digitalsales.com,91810.35,store manager
581,Stephen,Elliott,78189 Dwight Parkway,Washington,DC,20016,4401292862,Stephen.Elliott@digitalsales.com,77792.01,salesperson
582,Deborah,Diaz,7638 Manley Alley,Chico,CA,95973,6652249169,Deborah.Diaz@digitalsales.com,62986.36,salesperson
583,Keith,Ford,6698 Troy Circle,Saint Joseph,MO,64504,118148681,Keith.Ford@digitalsales.com,28789.46,salesperson
584,Jacqueline,Stanley,5 Marcy Way,Baltimore,MD,21265,9271682685,Jacqueline.Stanley@digitalsales.com,75346.95,salesperson
585,Jack,Long,6 Ridge Oak Trail,Colorado Springs,CO,80935,6924958433,Jack.Long@digitalsales.com,38985.31,salesperson
586,George,Owens,110 Bayside Pass,Norfolk,VA,23551,6156005299,George.Owens@digitalsales.com,26196.30,salesperson
587,Theresa,Allen,4511 Eliot Way,Dallas,TX,75241,3589448269,Theresa.Allen@digitalsales.com,51888.42,salesperson
588,Lori,Lawson,7479 Sachs Center,Pueblo,CO,81015,3742560728,Lori.Lawson@digitalsales.com,75252.36,salesperson
589,Fred,Ferguson,008 Golf Park,El Paso,TX,88553,6687034614,Fred.Ferguson@digitalsales.com,91716.53,store manager
590,Robert,Gomez,99863 Hovde Drive,Chicago,IL,60614,3001543800,Robert.Gomez@digitalsales.com,33840.30,salesperson
591,Alan,Williams,2161 Jay Circle,Fresno,CA,93709,4763040039,Alan.Williams@digitalsales.com,51192.93,salesperson
592,Jeffrey,Perry,9 Orin Circle,Mesa,AZ,85205,3421077859,Jeffrey.Perry@digitalsales.com,91576.25,store manager
593,Melissa,Frazier,14 Kensington Road,Saint Paul,MN,55123,8353669124,Melissa.Frazier@digitalsales.com,52039.10,salesperson
594,Matthew,Hayes,55 Milwaukee Way,Arlington,TX,76011,1021172276,Matthew.Hayes@digitalsales.com,61326.91,salesperson
595,Brian,Cox,01 Little Fleur Park,Seattle,WA,98109,9577424956,Brian.Cox@digitalsales.com,53387.32,salesperson
596,David,Freeman,5024 Basil Circle,Fayetteville,NC,28314,5291414532,David.Freeman@digitalsales.com,25742.40,salesperson
597,Ralph,Torres,7 Ridgeway Park,Los Angeles,CA,90035,2849061845,Ralph.Torres@digitalsales.com,38401.18,salesperson
598,Nancy,Robinson,5 Linden Avenue,Amarillo,TX,79188,4009511255,Nancy.Robinson@digitalsales.com,54695.90,salesperson
599,Robin,Thompson,4543 Anthes Point,Sacramento,CA,94297,7409598830,Robin.Thompson@digitalsales.com,43143.63,salesperson
600,Melissa,Scott,57018 Montana Crossing,Portland,OR,97286,8724405464,Melissa.Scott@digitalsales.com,27530.25,salesperson
601,Donald,Perez,3 Tennyson Center,Arlington,VA,22225,7466227275,Donald.Perez@digitalsales.com,63130.68,salesperson
602,Joyce,Hughes,8 Forest Run Parkway,Atlanta,GA,30375,7642699426,Joyce.Hughes@digitalsales.com,66743.24,salesperson
603,Ann,Wilson,83488 Rutledge Drive,Milwaukee,WI,53234,4815055292,Ann.Wilson@digitalsales.com,21015.64,salesperson
604,Joseph,Fisher,134 Logan Way,Palm Bay,FL,32909,7545609777,Joseph.Fisher@digitalsales.com,30751.90,salesperson
605,Judith,Williams,312 Susan Lane,Saint Louis,MO,63180,2543684300,Judith.Williams@digitalsales.com,28091.94,salesperson
606,Jose,Daniels,5 Ronald Regan Parkway,Saint Paul,MN,55188,8103000196,Jose.Daniels@digitalsales.com,86435.72,store manager
607,Rose,Perez,86577 Florence Avenue,Madison,WI,53716,3582455411,Rose.Perez@digitalsales.com,45894.83,salesperson
608,Marilyn,Stephens,414 La Follette Junction,Boston,MA,2203,7766299587,Marilyn.Stephens@digitalsales.com,82369.99,salesperson
609,Victor,Martin,3598 Badeau Plaza,Silver Spring,MD,20904,7086469406,Victor.Martin@digitalsales.com,46430.65,salesperson
610,Jack,Bennett,104 Packers Lane,Columbus,OH,43210,5575414871,Jack.Bennett@digitalsales.com,76851.06,salesperson
611,Frances,Kelley,035 Macpherson Road,Huntington,WV,25726,8526510509,Frances.Kelley@digitalsales.com,92931.05,store manager
612,Judith,Turner,60 Florence Crossing,Bronx,NY,10459,9010259700,Judith.Turner@digitalsales.com,31831.90,salesperson
613,Lois,Rose,3600 Bellgrove Lane,Houston,TX,77206,203932940,Lois.Rose@digitalsales.com,98495.59,region manager
614,Louis,Davis,9008 Duke Point,Daytona Beach,FL,32123,5386285336,Louis.Davis@digitalsales.com,67346.07,salesperson
615,Frank,Sanchez,29 Rigney Way,Philadelphia,PA,19109,5610989569,Frank.Sanchez@digitalsales.com,21171.53,salesperson
616,Frances,Reyes,319 Calypso Lane,Topeka,KS,66629,7254128354,Frances.Reyes@digitalsales.com,72270.59,salesperson
617,Jessica,Hughes,4 American Ash Street,Lincoln,NE,68583,7294496298,Jessica.Hughes@digitalsales.com,25719.10,salesperson
618,Carl,Russell,83797 Springs Court,Brooklyn,NY,11241,9897883104,Carl.Russell@digitalsales.com,76128.17,salesperson
619,Marie,Burton,52 Huxley Junction,Chicago,IL,60691,8697648463,Marie.Burton@digitalsales.com,65224.42,salesperson
620,Harold,Carr,359 Maryland Lane,Jacksonville,FL,32277,6688646449,Harold.Carr@digitalsales.com,81360.38,salesperson
621,George,Frazier,088 Bayside Hill,Pittsburgh,PA,15261,5474474169,George.Frazier@digitalsales.com,89814.76,store manager
622,Jonathan,Boyd,20 Toban Road,Springfield,IL,62776,9215674037,Jonathan.Boyd@digitalsales.com,78838.19,salesperson
623,Marie,Jordan,80 Summit Alley,Odessa,TX,79764,9352046945,Marie.Jordan@digitalsales.com,94656.73,store manager
624,Kelly,Gutierrez,2898 Ohio Lane,Garden Grove,CA,92844,9938347675,Kelly.Gutierrez@digitalsales.com,79992.27,salesperson
625,Bonnie,Reid,081 Monterey Crossing,South Lake Tahoe,CA,96154,3081879633,Bonnie.Reid@digitalsales.com,99213.87,region manager
626,Melissa,Ray,4 Hoepker Street,Alpharetta,GA,30022,7494261175,Melissa.Ray@digitalsales.com,81959.34,salesperson
627,Carl,Green,035 Dovetail Road,Las Cruces,NM,88006,3892634151,Carl.Green@digitalsales.com,55566.07,salesperson
628,Marie,Romero,3 Derek Center,Tampa,FL,33633,495360472,Marie.Romero@digitalsales.com,25941.22,salesperson
629,Benjamin,Stone,6550 Kipling Drive,Sacramento,CA,94280,6347239888,Benjamin.Stone@digitalsales.com,44610.43,salesperson
630,Bonnie,Gray,703 Carioca Lane,Philadelphia,PA,19184,3005254226,Bonnie.Gray@digitalsales.com,41348.08,salesperson
631,Alice,Nelson,007 American Plaza,Mountain View,CA,94042,7137565751,Alice.Nelson@digitalsales.com,29303.54,salesperson
632,Tammy,King,4 Jenna Trail,Watertown,MA,2472,9991838518,Tammy.King@digitalsales.com,68047.09,salesperson
633,Kathryn,Hernandez,72 Mallard Lane,Washington,DC,20231,4159960554,Kathryn.Hernandez@digitalsales.com,23871.46,salesperson
634,Richard,Schmidt,8 Carpenter Hill,Humble,TX,77346,623585171,Richard.Schmidt@digitalsales.com,99306.88,region manager
635,Kevin,Bradley,25 Everett Center,San Diego,CA,92110,1067062876,Kevin.Bradley@digitalsales.com,82860.34,salesperson
636,Melissa,Hamilton,284 Ronald Regan Road,Houston,TX,77055,91375588,Melissa.Hamilton@digitalsales.com,78653.94,salesperson
637,Amanda,Riley,194 Dapin Junction,Mc Keesport,PA,15134,1225705700,Amanda.Riley@digitalsales.com,27834.75,salesperson
638,Gloria,Patterson,04 Ohio Alley,Bloomington,IL,61709,9334760966,Gloria.Patterson@digitalsales.com,93258.15,store manager
